"Date","Category","Author","Title","URL"
"February 2025","AI Agents","AI Accelerator Instutite","Agentic Code Gen Market Leaders","https://www.aiacceleratorinstitute.com/agentic-code-generation-the-future-of-software-development/?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","Elaia","Agentic AI: the Next (R)evolution?","https://medium.com/elaia/agentic-ai-the-next-r-evolution-384bd77f5c57?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","Michael Tefula — Ada Ventures","AI Agent Market Map *","https://mychaelangelo.github.io/ai_agents_marketmap/?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","AgentOps.ai","2025 AI Agent Market Map","https://x.com/AtomSilverman/status/1893050805718262005?utm_source=awesome-ai-market-maps"
"February 2025","AI Data Engineering","Alireza Sadeghi — pracdata.io","2025 Open Source Data Engineering Landscape","https://www.pracdata.io/p/open-source-data-engineering-landscape-2025?utm_source=awesome-ai-market-maps"
"February 2025","AI DevTools","Dallas VC","Observability: Current Landscape and Emerging Trends","https://www.dallasvc.com/post/observability-current-landscape-and-emerging-trends?utm_source=awesome-ai-market-maps"
"February 2025","Robotics","Morgan Stanley Research","The Humanoid 100: Mapping the Humanoid Robot Value Chain","https://advisor.morganstanley.com/john.howard/documents/field/j/jo/john-howard/The_Humanoid_100_-_Mapping_the_Humanoid_Robot_Value_Chain.pdf?utm_source=awesome-ai-market-maps"
"February 2025","Robotics","Aaron Pickard — Dorm Room Fund","Humanoid Robots Market Map & Investor List","https://aaronpickard.substack.com/p/humanoid-robots-market-map-and-investor?utm_source=awesome-ai-market-maps"
"February 2025","Robotics","Merphi","Categorization of ROBOTS","https://www.merphi.se/downloads/?utm_source=awesome-ai-market-maps#link-categorization"
"February 2025","AI Everything Else","a16z","AI-Powered Web App Builders Market Map","https://a16z.com/ai-web-app-builders/?utm_source=awesome-ai-market-maps"
"February 2025","AI Everything Else","Inc42","Indian GenAI Startup Tracker: 60+ Startups Putting India On The Global AI Map","https://inc42.com/startups/indian-genai-startup-tracker/?utm_source=awesome-ai-market-maps"
"February 2025","AI Everything Else","Backlinko","Most Popular AI Apps","https://backlinko.com/most-popular-ai-apps?utm_source=awesome-ai-market-maps"
"January 2025","AI Agents","a16z","AI Voice Agent Update","https://a16z.com/ai-voice-agents-2025-update/?utm_source=awesome-ai-market-maps"
"Updated January 2025","AI Agents","Menlo Ventures","Beyond Bots: How AI Agents Are Driving the Next Wave of Enterprise Automation","https://menlovc.com/perspective/beyond-bots-how-ai-agents-are-driving-the-next-wave-of-enterprise-automation/?=Jan2025&utm_source=awesome-ai-market-maps"
"January 2025","AI Agents","Dawn Capital","AI Agents","https://dawncapital.com/horizons/?utm_source=awesome-ai-market-maps#agentic-ai"
"January 2025","AI Agents","CB Insights","Industrial AI Agents & Copilots Market Map","https://x.com/CBinsights/status/1879536580496343474?utm_source=awesome-ai-market-maps"
"January 2025","AI Data","Eric Flanigam — Generative Value","The Unstructured Data Landscape","https://www.generativevalue.com/p/the-unstructured-data-landscape?utm_source=awesome-ai-market-maps"
"January 2025","AI DevTools","AI Accelerator Institute","LLMOps Market Map","https://www.aiacceleratorinstitute.com/llmops-optimizing-towards-enterprise-value-in-the-llm-agentic-era/?utm_source=awesome-ai-market-maps"
"January 2025","Fintech AI","Magnusta Capital","FinTech AI Market Map","https://medium.com/%40Mangusta/mangusta-capital-2025-fintech-ai-market-map-c936a84e1a84?utm_source=awesome-ai-market-maps"
"January 2025","AI Hardware and Inference","AI Supremacy","The AI Semiconductor Landscape","https://www.ai-supremacy.com/p/the-ai-semiconductor-landscape-2025?utm_source=awesome-ai-market-maps"
"January 2025","AI Hardware and Inference","Eric Flanigam — Generative Value","A Deep Dive on Inference Semiconductors","https://www.generativevalue.com/p/a-deep-dive-on-inference-semiconductors?utm_source=awesome-ai-market-maps"
"January 2025","Healthtech AI","Lux Capital","Unlocking Potential: Artificial Intelligence for Women's Health","https://www.luxcapital.com/news/unlocking-potential-artificial-intelligence-for-womens-health?utm_source=awesome-ai-market-maps"
"January 2025","Healthtech AI","NVIDIA","NVIDIA Healthcare & Life Sciences Market Map","https://x.com/HealthcareAIGuy/status/1884615818509680871?utm_source=awesome-ai-market-maps"
"January 2025","AI Security","TechOperators","Cybersecurity + AI Startup Market Map","https://www.linkedin.com/posts/techoperators-llc_cybersecurity-ai-startup-market-map-jan-activity-7287878267297017861-FIJr?utm_source=awesome-ai-market-maps"
"January 2025","Voice AI","Dawn Capital","Voice AI Market","https://dawncapital.com/horizons/?utm_source=awesome-ai-market-maps#voice-ai-market"
"January 2025","AI Everything Else","Sapphire Ventures","AI-Native Applications Market Map","https://medium.com/@cgao/ai-native-applications-a-framework-for-evaluating-the-future-of-enterprise-software-0ddfa3989db9?utm_source=awesome-ai-market-maps"
"January 2025","AI Everything Else","Mininath Jirage","Evolving Market Map — Marketing Stack with GenAI","https://medium.com/@mininathjirage/evolving-market-map-marketing-stack-with-genai-5eb83b7d4678?utm_source=awesome-ai-market-maps"
"December 2024","AI Agents","Insight Partners","The State of the AI Agents Ecosystem","https://www.insightpartners.com/ideas/state-of-the-ai-agent-ecosystem-use-cases-and-learnings-for-technology-builders-and-buyers/?utm_source=awesome-ai-market-maps"
"December 2024","Healthcare AI","Obvious Ventures","How Generative AI Is Transforming Healthcare","https://obvious.com/ideas/how-generative-ai-is-transforming-healthcare/?utm_source=awesome-ai-market-maps"
"December 2024","AI Trends","Kenn So — Generational","AI Trends 2024","https://www.generational.pub/p/ai-trends-2024?utm_source=awesome-ai-market-maps"
"December 2024","AI Security","Software Analyst Cyber Research","Data Security Platforms: The New Frontier in Cybersecurity & AI","https://softwareanalyst.substack.com/p/data-security-platforms-the-new-frontier?utm_source=awesome-ai-market-maps"
"December 2024","Vertical AI","Greenfield","Vertical AI Is Here: How to Capture the Opportunity and Win Big","https://www.greenfield-growth.com/blog-posts/vertical-ai-is-here-how-to-capture-the-opportunity-and-win-big?utm_source=awesome-ai-market-maps"
"December 2024","AI Everything Else","DocuBridge","AI in Private Equity: an Overview of the AI Market Map","https://www.docubridge.ai/articles/ai-in-private-equity-an-overview-of-the-ai-market-map?utm_source=awesome-ai-market-maps"
"December 2024","AI Everything Else","Ascend","Mapping Seattle's Enterprise AI Startups","https://www.ascend.vc/blog/mapping-seattles-enterprise-ai-startups?utm_source=awesome-ai-market-maps"
"December 2024","AI Everything Else","eaidb.org","The Responsible AI Ecosystem FY 2024 Market Map *","https://www.eaidb.org/map?utm_source=awesome-ai-market-maps"
"November 2024","AI Agents","Sahar Mor — AI Tidbits","The Open-Source Toolkit for Building AI Agents","https://www.aitidbits.ai/p/open-source-agents?utm_source=awesome-ai-market-maps"
"November 2024","AI Agents","Letta","The AI Agents Stack","https://www.letta.com/blog/ai-agents-stack?utm_source=awesome-ai-market-maps"
"November 2024","AI Automation","a16z","RIP to RPA: The Rise of Intelligent Automation","https://a16z.com/rip-to-rpa-the-rise-of-intelligent-automation/?utm_source=awesome-ai-market-maps"
"November 2024","Fintech AI","Foundation Capital","Banking's New Tech Stack: A market map of generative AI in financial services","https://foundationcapital.com/bankings-new-tech-stack-a-market-map-of-generative-ai-in-financial-services/?utm_source=awesome-ai-market-maps"
"November 2024","GenAI","Menlo Ventures","2024: The State of Generative AI in the Enterprise","https://menlovc.com/2024-the-state-of-generative-ai-in-the-enterprise/?utm_source=awesome-ai-market-maps"
"November 2024","AI Hardware and Inference","Generative Value","The Inference Landscape","https://www.generativevalue.com/p/the-inference-landscape?utm_source=awesome-ai-market-maps"
"November 2024","Healthcare AI","Flare Capital","Representative Health System AI Market Map","https://x.com/HealthcareAIGuy/status/1854904237337325768?utm_source=awesome-ai-market-maps"
"November 2024","AI Security","PitchBook","Market Map: Application security defends software's next generation","https://pitchbook.com/news/articles/market-map-application-security-startups-q2-2024?utm_source=awesome-ai-market-maps"
"November 2024","AI Security","Felicis Ventures","How AI is reshaping IT, QA, and Incident Response","https://www.felicis.com/insight/ai-it-qa-incident-response?utm_source=awesome-ai-market-maps"
"November 2024","Voice AI","Bessemer","Roadmap: Voice AI","https://www.bvp.com/atlas/roadmap-voice-ai?utm_source=awesome-ai-market-maps"
"November 2024","AI Everything Else","Sapphire Ventures","AI-Native Applications: A Framework for Evaluating the Future of Enterprise Software","https://sapphireventures.com/blog/ai-native-applications/?utm_source=awesome-ai-market-maps"
"November 2024","AI Everything Else","Insight Partners","Reimagination of everything: How intelligence-first design and the Next Stack will unlock human+AI collaborative reasoning","https://www.insightpartners.com/ideas/intelligence-first-design-unlocks-humanai-collaborative-reasoning/?utm_source=awesome-ai-market-maps"
"November 2024","AI Everything Else","Hardware FYI","Deep Tech Market Map: The Future of Aerospace and Defense","https://hardwarefyi.substack.com/p/deep-tech-market-map-the-future-of?utm_source=awesome-ai-market-maps"
"November 2024","AI Everything Else","OpenOcean","The market map for AI-enabled services: where to watch in 2025","https://www.openocean.vc/articles/the-market-map-for-ai-enabled-services-where-to-watch-in-2025?utm_source=awesome-ai-market-maps"
"November 2024","AI Everything Else","EdTech Insiders","The Edtech Insiders Generative AI Map","https://edtechinsiders.substack.com/p/the-edtech-insiders-generative-ai?utm_source=awesome-ai-market-maps"
"October 2024","AI Agents","Foundation Capital","A System of Agents brings Service-as-Software to life","https://foundationcapital.com/system-of-agents/?utm_source=awesome-ai-market-maps"
"October 2024","AI Hardware","Eric Flanigam — Generative Value","A Primer on AI Data Centers","https://www.generativevalue.com/p/a-primer-on-ai-data-centers?utm_source=awesome-ai-market-maps"
"October 2024","AI Infrastructure","PitchBook","Market Map: VCs bet on data infrastructure to keep fueling AI","https://pitchbook.com/news/articles/market-map-venture-capital-investors-data-infrastructure-ai?utm_source=awesome-ai-market-maps"
"October 2024","AI Security","Oren Yunger & Dan Cahana — Notable Capital","Identity Crisis: Breaking Down The Emerging Identity Stack","https://www.notablecap.com/blog/identity-crisis-breaking-down-the-emerging-identity-stack?utm_source=awesome-ai-market-maps"
"October 2024","Vertical AI","Ardent Venture Partners","One Year Later: A Refreshed View of the AI-Native Vertical Software Landscape","https://medium.com/@ardent-vc/one-year-later-a-refreshed-view-of-the-ai-native-vertical-software-landscape-1c400dd1243e?utm_source=awesome-ai-market-maps"
"October 2024","AI Everything Else","Alex Carter","Leading RAG Technology Companies to Watch in 2024","https://medium.com/@iamalexcarter/leading-rag-technology-companies-to-watch-in-2024-ed6c1c6bc475?utm_source=awesome-ai-market-maps"
"October 2024","AI Everything Else","Nathan Benaich — Air Street Capital","Welcome to STATE OF AI REPORT 2024.","https://www.stateof.ai/2024-report-launch?utm_source=awesome-ai-market-maps"
"October 2024","AI Everything Else","Coinbase Ventures","Demystifying the Crypto x AI Stack","https://paragraph.com/@cbventures/demystifying-the-crypto-x-ai-stack?utm_source=awesome-ai-market-maps"
"October 2024","AI Everything Else","Eric Flanigam — Generative Value","Nuclear's AI Opportunity","https://www.generativevalue.com/p/nuclears-ai-opportunity?utm_source=awesome-ai-market-maps"
"September 2024","AI Agents","E2B.dev","Awesome AI Agents","https://github.com/e2b-dev/awesome-ai-agents?utm_source=awesome-ai-market-maps"
"September 2024","Climate AI","Climactic","Climate AI Market *","https://www.climactic.vc/climate-ai-market?utm_source=awesome-ai-market-maps"
"September 2024","Health AI","IVP","Health AI 35: What to know, who to watch","https://www.ivp.com/content/health-ai-35-what-to-know-who-to-watch/?utm_source=awesome-ai-market-maps"
"September 2024","Health AI","Flare Capital Partners","Where do Healthcare Budgets Match AI Hype? A 10-Year Lookback of Funding Data","https://flarecapitalpartners.medium.com/where-do-healthcare-budgets-match-ai-hype-a-10-year-lookback-of-funding-data-783d52010e29?utm_source=awesome-ai-market-maps#6103"
"September 2024","Robotics","MMC","Robotics: Featuring the transformers","https://mmc.vc/research/robotics-featuring-the-transformers/?utm_source=awesome-ai-market-maps"
"September 2024","Vertical AI","IVP","The Value of Vertical AI","https://www.ivp.com/content/the-value-of-vertical-ai/?utm_source=awesome-ai-market-maps"
"September 2024","Voice AI","Lightspeed","The Future of Voice: Our Thoughts On How It Will Transform Conversational AI","https://lsvp.com/stories/the-future-of-voice-our-thoughts-on-how-it-will-transform-conversational-ai/?utm_source=awesome-ai-market-maps"
"September 2024","AI Everything Else","American Family Ventures","The 2024 Home Services Market Map","https://www.amfamventures.com/news/the-2024-home-services-market-map/?utm_source=awesome-ai-market-maps"
"September 2024","AI Everything Else","CACV Central","Mapping the Growth of AI in Canada Through Investment","https://central.cvca.ca/mapping-the-growth-of-ai-in-canada-through-investment?utm_source=awesome-ai-market-maps"
"August 2024","Open Source AI","Synaptic","Open Source AI: A Fast Forward","https://synaptic.com/resources/open-source-ai-2024?utm_source=awesome-ai-market-maps"
"August 2024","AI Security","Software Analyst Cyber Research","Deep Dive Into The Security for AI Ecosystem","https://softwareanalyst.substack.com/p/deep-dive-into-the-security-for-ai?utm_source=awesome-ai-market-maps"
"August 2024","AI Everything Else","New Economies","AI Unicorns Landscape","https://www.neweconomies.co/i/147601422/meet-the-ai-unicorns?utm_source=awesome-ai-market-maps"
"August 2024","AI Everything Else","Bessemer","The Rise of Cloud AI in India 2024","https://www.bvp.com/atlas/the-rise-of-cloud-ai-in-india-2024?utm_source=awesome-ai-market-maps"
"July 2024","GenAI","Ollie Forsyth — New Economies","The 2024 landscape across enterprise and vertical platforms. Generative AI + AI Agents Market Maps","https://www.neweconomies.co/p/generative-ai?utm_source=awesome-ai-market-maps"
"July 2024","GenAI","AWS Marketplace","Generative AI partner offerings in AWS Marketplace: Core & Infrastructure Software","https://aws.amazon.com/blogs/awsmarketplace/generative-ai-partner-offerings-in-aws-marketplace-core-infrastructure-software/?utm_source=awesome-ai-market-maps"
"July 2024","Robotics","Coatue","Robotics won't have a ChatGPT Moment","https://www.coatue.com/blog/perspective/robotics-wont-have-a-chatgpt-moment?utm_source=awesome-ai-market-maps"
"July 2024","AI Security","Geodesic Capital","Cybersecurity in an AI-First World","https://geodesiccap.com/insight/cybersecurity-in-an-ai-first-world/?utm_source=awesome-ai-market-maps"
"July 2024","AI Everything Else","a16z","""Death of a Salesforce"": Why AI Will Transform the Next Generation of Sales Tech","https://a16z.com/ai-transforms-sales/?utm_source=awesome-ai-market-maps"
"July 2024","AI Everything Else","a16z","New a16z investment thesis: AI scribes","https://x.com/omooretweets/status/1812878684182942144?utm_source=awesome-ai-market-maps"
"July 2024","AI Everything Else","Hardware FYI","Manufacturing Deep-Tech Market Map","https://hardwarefyi.substack.com/p/the-analog-89-apple-vision-pro-suppliers?utm_source=awesome-ai-market-maps"
"June 2024","AI Agents","Ollie Forsyth — New Economies","AI Agents: The ultimate market map","https://www.neweconomies.co/p/ai-agents-part-i?utm_source=awesome-ai-market-maps"
"June 2024","AI Data","Madrona","The Rise of AI Agent Infrastructure","https://www.madrona.com/the-rise-of-ai-agent-infrastructure/?utm_source=awesome-ai-market-maps"
"June 2024","AI Data","Felicis Ventures","The rise of AI data infrastructure","https://www.felicis.com/insight/ai-data-infrastructure?utm_source=awesome-ai-market-maps"
"June 2024","AI DevTools","Blumberg Capital","Mapping the AI Toolchain – 2024 Perspective","https://blumbergcapital.com/news-insights/mapping-the-ai-toolchain-2024-perspective/?utm_source=awesome-ai-market-maps"
"June 2024","Enterprise AI","IVP","The IVP Enterprise AI 55: 2024 Edition","https://www.ivp.com/content/the-ivp-enterprise-ai-55-2024/?utm_source=awesome-ai-market-maps"
"June 2024","Horizontal AI","PitchBook","Market Map: Mega-deals dominate AI's horizontal platform startups","https://pitchbook.com/news/articles/market-map-ai-ml-horizontal-platforms-2024?utm_source=awesome-ai-market-maps"
"June 2024","AI Infrastructure","Bessemer","Roadmap: AI Infrastructure","https://www.bvp.com/atlas/roadmap-ai-infrastructure?utm_source=awesome-ai-market-maps"
"June 2024","Legaltech AI","Battery Ventures","The New Code of Law: How AI Will Revolutionize the Legal Sector","https://www.battery.com/blog/the-new-code-of-law/?utm_source=awesome-ai-market-maps"
"June 2024","Legaltech AI","The LegalTech Fund","Early-Stage Legaltech Generative AI Market Map","https://www.legaltech.com/post/early-stage-legaltech-generative-ai-market-map-june-2024?utm_source=awesome-ai-market-maps"
"June 2024","AI Security","Deutsche Telekom Israel","Global GenAI Cyber Security Market Map","https://www.dtisrael.com/genaisecurity?utm_source=awesome-ai-market-maps"
"June 2024","AI Everything Else","a16z","Death, Taxes, and AI: How Generative AI Will Change Accounting","https://a16z.com/generative-ai-in-accounting/?utm_source=awesome-ai-market-maps"
"June 2024","AI Everything Else","a16z","Say Hello to My New AI Marketer: How Gen AI-Based Software Is Advancing Marketing and Sales","https://a16z.com/ai-marketer-how-gen-ai-based-software-is-advancing-marketing-and-sales/?utm_source=awesome-ai-market-maps"
"June 2024","AI Everything Else","The Westly Group","AI for the Power Sector","https://medium.com/@TheWestlyGroup/ai-for-the-power-sector-0aa7365fce82?utm_source=awesome-ai-market-maps"
"June 2024","AI Everything Else","Bain & Company","AI Leaders to Watch in 2024 mapped by Bain & Company as numbers of providers and funding continue to burgeon","https://www.bain.com/about/media-center/press-releases/2024/ai-leaders-to-watch-in-2024-mapped-by-bain--company-as-numbers-of-providers-and-funding-continue-to-burgeon/?utm_source=awesome-ai-market-maps"
"May 2024","AI Agents","a16z","Hi, AI: Our Thesis On AI Voice Agents","https://x.com/omooretweets/status/1795834644732285402?utm_source=awesome-ai-market-maps"
"May 2024","AI Agents","Insight Partners","AI Agents are disrupting automation: Current approaches, market solutions and recommendations","https://www.insightpartners.com/ideas/ai-agents-disrupting-automation/?utm_source=awesome-ai-market-maps"
"May 2024","AI Agents","Prosus Ventures","The emerging AI AgentOps landscape: a builders' perspective","https://www.prosus.com/news-insights/group-updates/2024/ai-agentops-landscape?utm_source=awesome-ai-market-maps"
"May 2024","Conversational AI","Cobus Greyling","The Conversational AI Technology Landscape: Version 5.0","https://medium.com/@cobusgreyling/the-conversational-ai-technology-landscape-version-5-0-840290d97c7f?utm_source=awesome-ai-market-maps"
"May 2024","AI Data","Activant Capital","Unstructured Data Pipelines","https://activantcapital.com/research/unstructured-data-pipelines?utm_source=awesome-ai-market-maps"
"May 2024","AI DevTools","Greylock","Code Smarter, Not Harder","https://greylock.com/greymatter/code-smarter-not-harder/?utm_source=awesome-ai-market-maps"
"May 2024","AI Infrastructure","Sapphire Ventures","Building the Future: A Deep Dive Into the Generative AI App Infrastructure Stack","https://sapphireventures.com/blog/building-the-future-a-deep-dive-into-the-generative-ai-app-infrastructure-stack/?utm_source=awesome-ai-market-maps"
"May 2024","Robotics","Obvious Ventures","Getting Physical: The New AI Frontier of Robotics","https://obvious.com/ideas/getting-physical-the-new-ai-frontier-of-robotics/?utm_source=awesome-ai-market-maps"
"May 2024","AI Everything Else","Paolo Fornasini — Venture","Top Of The Stack: Mapping Today's AI x PE-tech Landscape","https://medium.com/venturehq/top-of-the-stack-mapping-todays-ai-x-pe-tech-landscape-52d87d7aaa9a?utm_source=awesome-ai-market-maps"
"May 2024","AI Everything Else","Reimagine Ventures","The Q2 2024 Israeli Generative AI startup landscape","https://www.remagineventures.com/generative-ai-landscape/?utm_source=awesome-ai-market-maps"
"May 2024","AI Everything Else","Kyle Poyar and Palle Broe","How AI apps make money","https://substack.com/home/post/p-144001968?utm_source=awesome-ai-market-maps"
"April 2024","Conversational AI","CXO Today","The Top Conversational AI Solutions Vendors in 2024","https://www.cxtoday.com/conversational-ai/the-top-conversational-ai-solutions-vendors-in-2024/?utm_source=awesome-ai-market-maps"
"April 2024","Open Source AI","Alex Irina Sandu","20 Popular Open Source AI Developer Tools","https://alexsandu.substack.com/p/20-popular-open-source-ai-developer?utm_source=awesome-ai-market-maps"
"April 2024","Robotics","Tangram Vision","2024 Perception Industry Market Map","https://www.tangramvision.com/blog/2024-perception-industry-market-map?utm_source=awesome-ai-market-maps"
"April 2024","Top AI","Sequoia","AI 50 2024","https://www.sequoiacap.com/article/ai-50-2024/?utm_source=awesome-ai-market-maps"
"April 2024","Top AI","CB Insights","AI 100: The most promising artificial intelligence startups of 2024","https://www.cbinsights.com/research/report/artificial-intelligence-top-startups-2024/?utm_source=awesome-ai-market-maps"
"April 2024","AI Everything Else","Sapphire Ventures","""La French Tech"" – A Tour de Force of Innovation and Growth","https://sapphireventures.com/blog/la-french-tech-a-tour-de-force-of-innovation-and-growth/?utm_source=awesome-ai-market-maps"
"April 2024","AI Everything Else","MMC","The Who's Who in Responsible AI","https://mmc.vc/research/the-whos-who-in-responsible-ai/?utm_source=awesome-ai-market-maps"
"March 2024","AI Automation","Foundation Capital","Beyond RPA: How LLMs are ushering in a new era of intelligent process automation","https://foundationcapital.com/beyond-rpa-how-llms-are-ushering-in-a-new-era-of-intelligent-process-automation/?utm_source=awesome-ai-market-maps"
"March 2024","AI Infrastructure","Criteria Venture Tech","LLM Infrastructure Stack Market Map","https://aleixperez.substack.com/p/llm-infrastructure-stack-market-landscape?utm_source=awesome-ai-market-maps"
"March 2024","AI Hardware","Activant Capital - Silicon Synapses for AI","AI hardware in data centers and on the edge","https://activantcapital.com/research/ai-hardware?utm_source=awesome-ai-market-maps"
"March 2024","AI Hardware","Alex Huckstepp","""Software for Hardware"" is Heating Up! The landscape of software solutions for developing and manufacturing hardware is rapidly expanding.","https://medium.com/@alexhuckstepp/software-for-hardware-is-heating-up-8c39979c0eac?utm_source=awesome-ai-market-maps"
"March 2024","AI Security","Creandum","Mastering AI Governance and Security","https://creandum.com/stories/mastering-ai-governance-and-security/?utm_source=awesome-ai-market-maps"
"March 2024","AI Everything Else","Matt Turck — Firstmark","Full Steam Ahead: The 2024 MAD (Machine Learning, AI & Data) Landscape","https://mattturck.com/mad2024/?utm_source=awesome-ai-market-maps"
"February 2024","AI DevTools","Maverick Ventures","Market Map of LLM Evaluation Startups","https://medium.com/p/what-the-history-of-software-development-tells-us-about-the-hurdles-to-enterprise-adoption-of-llms-c96bc968456d?utm_source=awesome-ai-market-maps"
"February 2024","Robotics","Sifted.eu","Early Stage European Robotics Market Map","https://sifted.eu/pro/briefings/robotics-2024?utm_source=awesome-ai-market-maps"
"February 2024","AI Security","Menlo Ventures","Security for AI: The New Wave of Startups Racing to Secure the AI Stack","https://menlovc.com/perspective/security-for-ai-genai-risks-and-the-emerging-startup-landscape/?utm_source=awesome-ai-market-maps"
"January 2024","AI Data Engineering","Alireza Sadeghi — pracdata.io","2024 Open Source Data Engineering Landscape","https://www.pracdata.io/p/open-source-data-engineering-landscape?utm_source=awesome-ai-market-maps"
"January 2024","Open Source AI","Synaptic","Free Weights: Open Source AI","https://synaptic.com/resources/free-weights-open-source-ai?utm_source=awesome-ai-market-maps"
"January 2024","Vertical AI","Kwesi Acquay — Scaling Verticals","Is 2024 Vertical AI's breakout year?","https://scalingverticals.substack.com/p/is-2024-vertical-ais-breakout-year?utm_source=awesome-ai-market-maps"
"November 2025","AI Agents","Reliable Agents","State of Agentic Browser/Computer Use 🤖 Q4 2025","https://reliableagents.ai/2025-Q4"
"November 2025","DefenseTech","Emerging Defense","Defense Tech Market Map","https://emergingdefense.xyz/market-map-v2"
"October 2025","AI Agents","ecommert","Agentic commerce map for CPG & FMCG brands","https://www.linkedin.com/posts/mert-damlapinar_cpg-fmcg-ecommerce-activity-7382125082342481920-DY6k"
"October 2025","AI Agents","Vig Sachidananda & Denise Teng — Gradient","Our Investment in Anchor","https://www.gradient.com/blog/posts/anchor-browser/"
"October 2025","AI Agents","George Mathew & Hunter Korn & Ash Tutika & William Blackwell — Insight Partners","Securing the autonomous future: Trust, safety, and reliability of agentic AI","https://www.insightpartners.com/ideas/securing-agentic-ai/"
"October 2025","AI Applications","Olivia Moore & Marc Andrusko & Seema Amble — a16z","The AI Application Spending Report: Where Startup Dollars Really Go","https://a16z.com/the-ai-application-spending-report-where-startup-dollars-really-go/"
"October 2025","Conversational AI","Assaf Harel & Jonathan Schwartz — Norwest","Bringing Enterprise-Grade AI Agents to Healthcare: Why We’re Backing Hyro","https://www.norwest.com/blog/why-were-backing-hyro/"
"October 2025","AI Datacenter","Laura Katzman — Buoyant VC","Efficient Compute: Why Optimization Is Now Inevitable","https://www.buoyant.vc/blog/efficient-compute-why-optimization-is-now-inevitable"
"October 2025","AI DevTools","Guido Appenzeller & Yoko Li — a16z","The Trillion Dollar AI Software Development Stack","https://a16z.com/the-trillion-dollar-ai-software-development-stack/"
"October 2025","AI DevTools","Jennifer Bemert — XAnge","Inside LLMOps: The Emerging Market Map for AI Agents","https://www.xange.vc/knowledge-hub/llm-ops_market-map-2025"
"October 2025","AI DevTools","Eric Fett — NGP Capital","Evals Are the New Moat—And RL Turns Them into Your Product Advantage","https://www.ngpcap.com/insights/evals-are-the-new-moat--and-rl-turns-them-into-your-product-advantage"
"October 2025","AI DevTools","CB Insights","The AI software development market map","https://www.cbinsights.com/research/ai-software-development-market-map/"
"October 2025","Enterprise AI","Emmanuel Benhamou — BGV","Mapping the Human–AI Frontier: Where Intelligence Meets Enterprise","https://medium.com/@emmanuel.benhamou/mapping-the-human-ai-frontier-where-intelligence-meets-enterprise-2482563b5ed6"
"October 2025","Fintech AI","Laura Bock & Shruti Batra — QED Investors","Finance's back office is entering its biggest upgrade cycle in decades","https://www.qedinvestors.com/blog/finances-back-office-is-entering-its-biggest-upgrade-cycle-in-decades"
"October 2025","Fintech AI","The Private Markets Forum","AI in Private Markets","https://www.private-markets.com/lead-magnet-page/ai-in-private-markets-directory"
"October 2025","Fintech AI","The Wealth Mosaic","The AI WealthTech Market Map, October 2025","https://www.thewealthmosaic.com/vendors/the-wealth-mosaic/news/the-ai-wealthtech-market-map-october-2025/"
"October 2025","Healthcare AI","Greg Yap & Derek Xiao & Johnny Hu Ph.D. & JP Sanday & Croom Beatty — Menlo Ventures","2025: The State of AI in Healthcare","https://menlovc.com/perspective/2025-the-state-of-ai-in-healthcare/"
"October 2025","Industrial AI","ArcInsight Partners","Industrial AI Market Map","https://www.linkedin.com/posts/arcinsight-partners_industrial-ai-activity-7386621722277351424-iG-z"
"October 2025","AI Infra","CB Insights","AI inference and processing","https://www.linkedin.com/posts/jason-salt_the-limit-of-ai-is-compute-especially-when-activity-7387207161136852992-UKxS"
"October 2025","Open Source AI","Synaptic","Model Behavior: Open Source AI","https://research.synaptic.com/resources/market-overviews/model-behavior-open-source-ai"
"October 2025","Retail AI","Ken Fenyo","AI & Computer Vision Market Map","https://www.linkedin.com/posts/kenfenyo_i-recently-published-a-market-map-on-the-activity-7389309948465385473-VXI4"
"October 2025","Robotics","Merphi","Humanoid robots 2025","https://www.merphi.se/download-robotic-poster/"
"October 2025","Robotics","Lonne Jaffe & Adithya Sanjay & Sourish Jasti — Insight Partners","The state of the robotics ecosystem: The tech, use cases, and field deployment","https://www.insightpartners.com/ideas/the-state-of-the-robotics-ecosystem/"
"October 2025","Robotics","Arthur Brasseur & Isabel Young & Augustin Collot — Atlantic Vantage Point","The Global Robotics Race and How They Actually Work","https://avpcap.com/the-global-robotics-race-and-how-robots-actually-work/"
"October 2025","AI Security","Kathryn Shih & Jimmy Park — Forgepoint Capital","Margin of Safety #30: Autonomous Remediation","https://mofsafety.substack.com/p/margin-of-safety-30-autonomous-remediation"
"October 2025","Semiconductors","Spector","Semiconductor Market Map","https://www.linkedin.com/posts/specterhq_semiconductors-activity-7381328079006220288-LgrX"
"October 2025","Top AI","Matt Turck & Aman Kabeer — Firstmark","The 2025 MAD (ML, AI & Data) Landscape","https://mad.firstmark.com/"
"October 2025","Top AI","Redpoint Ventures","AI 64","https://www.redpoint.com/ai64/"
"October 2025","Top AI","Greenfield & TechCrunch Disrupt","AI Disruptors 60","https://www.disruptors60.ai/"
"October 2025","AI Video","Justine Moore — a16z","There is no God Tier video model","https://a16z.substack.com/p/there-is-no-god-tier-video-model"
